,client_type,client_category,region,role_type,priority,num_skills,num_mcqs,num_must_have_skills,num_nice_have_skills,n_devs_must_have_mcq,n_devs_nice_have_mcq,n_devs_must_have_self,n_devs_nice_have_self,job_value,customer_weekly_hour_engagement,is_deleted,cluster,developer_chosen,job_id
7614,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9054
7615,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7027
7616,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8826
7617,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9280
7618,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9203
7619,existing,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,7869
7620,existing,1.Platinum,1.Bay Area,Other,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8564
7621,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9313
7622,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7414
7623,existing,1.Platinum,1.Bay Area,PM,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,0.0,8478
7624,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,0.0,8965
7625,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8928
7626,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9290
7627,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9310
7628,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9417
7629,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7336
7630,existing,1.Platinum,1.Bay Area,Other,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8451
7631,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8828
7632,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9023
7633,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9198
7634,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9204
7635,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9202
7637,new,1.Platinum,1.Bay Area,PM,,2,3,1,1,9808.0,540.0,17893.0,3841.0,56.6,,0,1,1.0,6803
7638,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9291
7639,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9278
7640,existing,1.Platinum,1.Bay Area,Other,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8822
7641,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,0.0,8981
7642,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9416
7643,existing,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,7999
7644,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9309
7645,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8492
7646,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7334
7647,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8560
7648,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8923
7649,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7257
7650,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8495
7652,existing,1.Platinum,1.Bay Area,Other,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8452
7653,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9199
7654,existing,1.Platinum,1.Bay Area,Other,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,0.0,7889
7655,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8496
7656,existing,1.Platinum,1.Bay Area,PM,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8500
7657,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9279
7658,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8562
7659,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8824
7660,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7256
7661,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8924
7662,existing,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8236
7663,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8493
7664,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8498
7665,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7333
7666,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8494
7667,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7412
7668,existing,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8083
7669,new,1.Platinum,1.Bay Area,Data Engineering,,2,2,2,0,9808.0,No Nice have skill,489.0,No Nice have skill,56.6,,0,1,0.0,6597
7670,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7254
7671,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9294
7672,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9295
7673,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7255
7674,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7413
7675,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7416
7676,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8561
7677,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9197
7678,existing,1.Platinum,1.Bay Area,Other,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8450
7679,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9019
7680,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9415
7681,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7026
7682,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9277
7683,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9276
7684,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7415
7685,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8827
7686,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8927
7687,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9020
7688,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7328
7689,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,0.0,8929
7690,new,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7327
7691,existing,1.Platinum,1.Bay Area,Data Engineering,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,56.6,,0,1,1.0,7672
7692,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8499
7693,existing,1.Platinum,1.Bay Area,,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,9176
7694,existing,1.Platinum,1.Bay Area,Other,,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8821
7695,existing,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,1,2,1,0,9808.0,No Nice have skill,17893.0,No Nice have skill,11.7,,0,1,1.0,8825
7696,new,1.Platinum,2.Rest of US,Backend Systems,,4,4,2,2,1375.0,0,6140.0,242.0,29.2,,0,2,0.0,7393
7697,new,1.Platinum,2.Rest of US,Full Stack,,6,8,5,1,7.0,1656.0,1129.0,549.0,29.2,,0,2,0.0,7019
7698,new,1.Platinum,2.Rest of US,,,6,5,3,3,105.0,0,1439.0,3.0,29.2,,0,2,0.0,7340
7699,new,1.Platinum,2.Rest of US,Other,,1,0,1,0,0.0,No Nice have skill,2845.0,No Nice have skill,29.2,,0,0,0.0,7752
7700,new,1.Platinum,2.Rest of US,Full Stack,,3,5,3,0,0.0,No Nice have skill,63.0,No Nice have skill,29.2,,0,0,0.0,8977
7701,new,1.Platinum,2.Rest of US,DevOps,,7,7,5,2,0.0,0,96.0,1396.0,29.2,,0,2,0.0,9135
7702,new,1.Platinum,2.Rest of US,Data Engineering,,8,6,6,2,0.0,389.0,0.0,3414.0,29.2,,0,2,0.0,9118
7704,new,1.Platinum,2.Rest of US,Backend Systems,,5,5,5,0,0.0,No Nice have skill,1.0,No Nice have skill,29.2,,0,0,0.0,8974
7705,new,1.Platinum,2.Rest of US,Cloud - Data,,8,10,7,1,0.0,0,1.0,5340.0,29.2,,0,2,0.0,9177
7707,new,1.Platinum,1.Bay Area,Full Stack,p1,5,8,3,2,112.0,0,2642.0,7028.0,56.6,40.0,0,2,0.0,2745
7708,existing,1.Platinum,2.Rest of US,Full Stack,,6,8,5,1,3.0,4251.0,10.0,15643.0,11.7,40.0,0,2,0.0,6278
7709,existing,1.Platinum,2.Rest of US,Backend Systems,,5,5,5,0,1.0,No Nice have skill,27.0,No Nice have skill,11.7,,0,0,0.0,6505
7710,existing,1.Platinum,2.Rest of US,,,3,0,3,0,0.0,No Nice have skill,65.0,No Nice have skill,11.7,40.0,0,0,0.0,6742
7711,existing,1.Platinum,2.Rest of US,,,3,0,3,0,0.0,No Nice have skill,65.0,No Nice have skill,11.7,40.0,0,0,0.0,6741
7712,new,1.Platinum,1.Bay Area,Web Frontend,p1,2,3,2,0,1479.0,No Nice have skill,6563.0,No Nice have skill,56.6,40.0,0,0,1.0,3150
7713,existing,1.Platinum,1.Bay Area,Data Engineering,p1,4,4,3,1,0.0,148.0,635.0,11204.0,56.6,40.0,0,2,0.0,3653
7714,new,1.Platinum,1.Bay Area,Web Frontend,p1,5,6,3,2,50.0,178.0,8078.0,4163.0,56.6,40.0,0,2,1.0,2980
7715,existing,1.Platinum,1.Bay Area,Data Engineering,p1,5,4,4,1,0.0,148.0,13.0,11204.0,56.6,40.0,0,2,1.0,3374
7716,existing,1.Platinum,1.Bay Area,Web Frontend,p1,4,6,3,1,50.0,178.0,8078.0,13842.0,56.6,40.0,0,2,0.0,3607
7717,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p1,5,5,3,2,0.0,0,411.0,533.0,29.2,40.0,0,2,0.0,3005
7718,new,1.Platinum,4.Others,Fullstack (BE-heavy),p1,7,7,3,4,59.0,0,358.0,559.0,1.9,40.0,0,2,0.0,3027
7719,new,1.Platinum,4.Others,Fullstack (BE-heavy),p1,8,7,4,4,11.0,0,237.0,559.0,1.9,40.0,0,2,0.0,3106
7720,new,1.Platinum,4.Others,Other,p1,6,3,6,0,0.0,No Nice have skill,15.0,No Nice have skill,29.2,40.0,0,0,0.0,3201
7721,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p1,5,3,5,0,0.0,No Nice have skill,99.0,No Nice have skill,29.2,,0,0,0.0,8142
7722,existing,1.Platinum,2.Rest of US,Web Backend,p1,4,5,3,1,2.0,148.0,446.0,11204.0,29.2,40.0,0,2,0.0,4253
7723,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p1,1,2,1,0,4251.0,No Nice have skill,15643.0,No Nice have skill,29.2,40.0,0,1,1.0,6269
7724,existing,1.Platinum,2.Rest of US,Fullstack (FE-heavy),p1,4,6,4,0,0.0,No Nice have skill,1201.0,No Nice have skill,29.2,40.0,0,0,1.0,4254
7725,new,1.Platinum,2.Rest of US,Web Backend,p1,5,6,3,2,2.0,45.0,446.0,5356.0,29.2,40.0,0,2,1.0,3612
7726,new,1.Platinum,2.Rest of US,Web Backend,p1,3,2,3,0,0.0,No Nice have skill,8.0,No Nice have skill,29.2,40.0,0,0,1.0,3917
7727,existing,1.Platinum,2.Rest of US,Web Backend,p1,4,5,3,1,2.0,436.0,313.0,21126.0,29.2,40.0,0,2,0.0,5665
7728,existing,1.Platinum,2.Rest of US,Web Backend,p1,4,5,3,1,2.0,436.0,313.0,21126.0,11.7,40.0,0,2,1.0,5269
7729,new,1.Platinum,1.Bay Area,Backend Systems,p1,5,4,3,2,0.0,389.0,98.0,3414.0,56.6,40.0,0,2,0.0,3925
7730,new,1.Platinum,1.Bay Area,Mobile,,6,6,4,2,0.0,19.0,42.0,442.0,56.6,40.0,0,2,0.0,4257
7731,new,1.Platinum,1.Bay Area,Web Frontend,,6,8,4,2,30.0,2.0,34.0,881.0,56.6,40.0,0,2,0.0,4256
7732,new,1.Platinum,1.Bay Area,Backend Systems,p1,5,4,3,2,0.0,389.0,30.0,3414.0,56.6,40.0,0,2,0.0,3707
7733,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p1,3,2,2,1,0.0,3467.0,67.0,8821.0,29.2,40.0,0,0,0.0,3919
7734,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p1,3,2,2,1,0.0,3467.0,67.0,8821.0,29.2,40.0,0,0,0.0,3921
7735,new,1.Platinum,2.Rest of US,Web Frontend,p1,4,3,3,1,41.0,0,1992.0,66.0,29.2,40.0,0,2,0.0,3952
7736,new,1.Platinum,1.Bay Area,Mobile,p1,1,1,1,0,1442.0,No Nice have skill,4615.0,No Nice have skill,56.6,40.0,0,0,1.0,4291
7737,new,1.Platinum,1.Bay Area,Mobile,p1,4,4,2,2,0.0,128.0,348.0,539.0,56.6,40.0,0,2,1.0,4309
7738,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),p1,3,5,2,1,347.0,9808.0,4202.0,17893.0,56.6,40.0,0,2,0.0,4031
7739,new,1.Platinum,1.Bay Area,Mobile,p1,4,4,2,2,0.0,128.0,348.0,539.0,56.6,40.0,0,2,1.0,3994
7740,existing,1.Platinum,1.Bay Area,Other,,5,3,4,1,0.0,9808.0,39.0,514.0,56.6,,0,0,0.0,4680
7741,existing,1.Platinum,1.Bay Area,Full Stack,,4,5,2,2,264.0,79.0,3296.0,1024.0,56.6,,0,2,0.0,7558
7742,existing,1.Platinum,1.Bay Area,Full Stack,,2,2,2,0,264.0,No Nice have skill,3296.0,No Nice have skill,56.6,,0,0,1.0,8134
7743,existing,1.Platinum,1.Bay Area,Data Engineering,,5,6,5,1,0.0,0,3.0,806.0,56.6,40.0,0,2,0.0,4681
7744,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p1,6,5,4,2,0.0,105.0,3.0,12001.0,29.2,40.0,0,2,0.0,4204
7745,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),p1,8,7,6,2,0.0,0,7.0,1669.0,29.2,40.0,0,2,0.0,4181
7746,new,1.Platinum,2.Rest of US,Data Engineering,,5,7,4,1,0.0,0,198.0,806.0,29.2,40.0,0,2,0.0,4238
7747,new,1.Platinum,2.Rest of US,Data Engineering,,5,3,4,1,0.0,0,3.0,988.0,29.2,40.0,0,2,0.0,4239
7748,new,1.Platinum,2.Rest of US,Backend Systems,,4,3,3,1,0.0,752.0,356.0,1103.0,29.2,40.0,0,2,0.0,4324
7749,new,1.Platinum,2.Rest of US,Backend Systems,,3,4,3,0,0.0,No Nice have skill,4.0,No Nice have skill,29.2,40.0,0,0,0.0,4325
7752,new,1.Platinum,2.Rest of US,,,4,4,4,0,0.0,No Nice have skill,131.0,No Nice have skill,29.2,,0,0,0.0,6524
7753,new,1.Platinum,2.Rest of US,QA,,5,2,4,1,0.0,0,38.0,1293.0,29.2,40.0,0,2,0.0,6277
7754,new,1.Platinum,2.Rest of US,,,1,1,1,0,1480.0,No Nice have skill,2062.0,No Nice have skill,29.2,,0,0,0.0,7025
7757,new,1.Platinum,2.Rest of US,Cloud - AI/ML,p1,8,8,6,2,0.0,0,8.0,2233.0,29.2,,0,2,0.0,8963
7758,new,1.Platinum,2.Rest of US,Machine Learning,p1,4,2,4,0,0.0,No Nice have skill,1.0,No Nice have skill,29.2,,0,0,0.0,8984
8307,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),p0,5,6,1,4,1060.0,3.0,6518.0,65.0,56.6,40.0,0,2,0.0,5778
8308,new,1.Platinum,1.Bay Area,Data Engineering,p1,8,3,2,6,0.0,0,1785.0,23.0,56.6,40.0,0,2,0.0,4897
8309,new,1.Platinum,1.Bay Area,Data Engineering,p1,1,0,1,0,0.0,No Nice have skill,2255.0,No Nice have skill,56.6,40.0,0,0,1.0,5117
8310,new,1.Platinum,1.Bay Area,Full Stack,p0,3,5,3,0,2.0,No Nice have skill,792.0,No Nice have skill,56.6,40.0,0,0,0.0,5455
8311,new,1.Platinum,1.Bay Area,Data Engineering,p1,8,5,5,3,0.0,0,734.0,143.0,56.6,40.0,0,2,0.0,4898
8531,new,1.Platinum,4.Others,Mobile,p1,4,5,2,2,292.0,19.0,2291.0,690.0,1.6,40.0,0,2,1.0,5162
9152,existing,1.Platinum,1.Bay Area,Backend Systems,p1,3,3,1,2,0.0,825.0,429.0,7895.0,56.6,40.0,0,0,0.0,9146
9153,existing,1.Platinum,1.Bay Area,Mobile,p1,2,2,2,0,284.0,No Nice have skill,942.0,No Nice have skill,56.6,40.0,0,0,0.0,9144
9154,existing,1.Platinum,1.Bay Area,Other,p1,2,2,1,1,0.0,9808.0,2255.0,514.0,56.6,40.0,0,0,0.0,9145
9156,existing,1.Platinum,1.Bay Area,Mobile,,3,2,2,1,62.0,0,401.0,1866.0,56.6,,0,2,1.0,8754
9157,new,1.Platinum,1.Bay Area,,,5,6,5,0,2.0,No Nice have skill,610.0,No Nice have skill,56.6,,0,0,1.0,5514
9159,new,1.Platinum,1.Bay Area,Web Backend,p0,4,4,3,1,206.0,1656.0,3326.0,549.0,56.6,40.0,0,2,0.0,8895
9160,new,1.Platinum,1.Bay Area,Web Frontend,p1,4,7,1,3,436.0,16.0,21126.0,289.0,56.6,40.0,0,2,0.0,8896
9164,new,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),p1,4,4,3,1,0.0,3467.0,144.0,8821.0,5.8,40.0,0,0,1.0,5642
9165,existing,1.Platinum,3.Top 30 GDP,Cloud - Security,,4,3,3,1,0.0,0,45.0,2845.0,5.9,,0,2,0.0,7033
9166,existing,1.Platinum,3.Top 30 GDP,Web Frontend,,6,6,4,2,4.0,0,286.0,333.0,5.9,,0,2,0.0,7030
9167,new,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),p1,2,1,2,0,0.0,No Nice have skill,448.0,No Nice have skill,5.8,40.0,0,0,0.0,5707
9168,new,1.Platinum,3.Top 30 GDP,Other,,1,1,1,0,369.0,No Nice have skill,4093.0,No Nice have skill,5.8,,0,0,0.0,5443
9169,new,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),p1,3,4,3,0,40.0,No Nice have skill,619.0,No Nice have skill,5.8,40.0,0,0,1.0,6227
9170,existing,1.Platinum,3.Top 30 GDP,Full Stack,,10,6,7,3,0.0,0,86.0,9.0,5.9,,0,2,0.0,6907
9171,existing,1.Platinum,3.Top 30 GDP,Web Frontend,,5,6,4,1,4.0,4228.0,286.0,13071.0,5.9,,0,2,0.0,7028
9172,existing,1.Platinum,3.Top 30 GDP,DevOps,,7,3,3,4,14.0,0,75.0,0,5.9,,0,2,0.0,7031
9173,new,1.Platinum,3.Top 30 GDP,Fullstack (BE-heavy),p1,4,3,2,2,0.0,184.0,448.0,129.0,5.8,40.0,0,2,1.0,5706
9174,existing,1.Platinum,3.Top 30 GDP,QA,,7,1,6,1,0.0,0,2.0,2324.0,5.9,,0,2,0.0,7032
9175,existing,1.Platinum,3.Top 30 GDP,Web Frontend,,5,6,4,1,4.0,4228.0,286.0,13071.0,5.9,,0,2,0.0,7029
9176,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,8,8,2,6,103.0,0,621.0,33.0,29.2,,0,2,0.0,6166
9177,new,1.Platinum,2.Rest of US,Fullstack (BE-heavy),,8,8,2,6,103.0,0,621.0,33.0,29.2,,0,2,0.0,6165
9178,new,1.Platinum,2.Rest of US,Fullstack (FE-heavy),,7,8,5,2,0.0,336.0,4.0,5193.0,29.2,,0,2,0.0,8071
9179,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,10,10,4,6,9.0,0,3081.0,152.0,56.6,,0,2,1.0,6154
9180,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,10,10,4,6,9.0,0,3081.0,152.0,56.6,,0,2,0.0,6159
9181,existing,1.Platinum,1.Bay Area,Full Stack,,7,10,4,3,2.0,8.0,3236.0,1893.0,56.6,,0,2,0.0,8989
9182,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,10,10,4,6,9.0,0,3081.0,152.0,56.6,,0,2,1.0,7475
9183,existing,1.Platinum,1.Bay Area,Web Backend,,6,6,2,4,185.0,0,724.0,15.0,56.6,,0,2,0.0,8785
9184,existing,1.Platinum,1.Bay Area,Web Backend,,5,6,1,4,9808.0,0,17893.0,207.0,56.6,,0,1,0.0,8990
9185,existing,1.Platinum,1.Bay Area,Full Stack,,4,6,4,0,14.0,No Nice have skill,147.0,No Nice have skill,56.6,,0,0,1.0,8910
9186,existing,1.Platinum,1.Bay Area,Mobile,,7,5,5,2,0.0,181.0,102.0,4918.0,56.6,,0,2,0.0,8957
9187,existing,1.Platinum,1.Bay Area,Mobile,,6,6,3,3,284.0,60.0,890.0,2565.0,56.6,,0,2,0.0,8988
9188,existing,1.Platinum,1.Bay Area,Web Backend,,6,6,2,4,185.0,0,724.0,15.0,56.6,,0,2,1.0,9221
9189,new,1.Platinum,1.Bay Area,Web Backend,,9,9,3,6,0.0,0,186.0,43.0,56.6,,0,2,0.0,6636
9190,new,1.Platinum,1.Bay Area,Web Frontend,,9,7,4,5,0.0,0,12.0,0,56.6,,0,2,0.0,6402
9191,new,1.Platinum,1.Bay Area,Fullstack (BE-heavy),,5,5,2,3,37.0,0,2289.0,6.0,56.6,,0,2,0.0,6395
9192,new,1.Platinum,1.Bay Area,Full Stack,,9,10,4,5,0.0,1.0,0.0,242.0,56.6,,0,2,0.0,6633
9193,new,1.Platinum,1.Bay Area,Full Stack,,7,8,4,3,22.0,29.0,632.0,605.0,56.6,,0,2,0.0,6631
9194,new,1.Platinum,1.Bay Area,Fullstack (FE-heavy),,7,6,2,5,141.0,0,11615.0,0,56.6,,0,2,0.0,6400
9195,new,1.Platinum,1.Bay Area,Web Frontend,,8,7,3,5,42.0,0,1691.0,0,56.6,,0,2,0.0,6401
9196,new,1.Platinum,2.Rest of US,Web Frontend,,7,5,2,5,1479.0,0,6563.0,4.0,29.2,,0,2,0.0,7131
9197,new,1.Platinum,2.Rest of US,Mobile,,6,4,4,2,0.0,0,1.0,145.0,29.2,,0,2,0.0,7152
