,must_have_skill_ids_tuple,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
3471,"(86,)",['PostgreSQL'],1,7047.0,826.0,2625.0,1144.0,726.0,1726.0
3472,"(862, 2031)",['React' 'Web Development'],1,0.0,,,,,
3473,"(87, 116, 120, 145)",['MongoDB' 'Node.js' 'Redis' 'Web Sockets'],1,8.0,6.0,1.0,,1.0,
3474,"(87, 120, 158, 406, 475, 1163, 2031)",['Next.js' 'Node.js' 'React' 'Redis' 'Solidity' 'Typescript' 'Web3'],1,0.0,,,,,
3475,"(87, 93, 113, 116, 122)",['JavaScript' 'MongoDB' 'MySQL' 'Redis' 'Vue.js'],1,0.0,,,,,
3476,"(876, 1058, 2031)",['ASP.NET Core' 'ASP.NET MVC' 'React'],1,67.0,25.0,29.0,1.0,2.0,10.0
3477,"(876, 2031)",['ASP.NET Core' 'React'],1,67.0,25.0,29.0,1.0,2.0,10.0
3478,"(876,)",['ASP.NET Core'],2,1522.0,151.0,611.0,434.0,240.0,86.0
3479,"(885, 2031)",['IoT' 'React'],1,0.0,,,,,
3480,"(885,)",['IoT'],1,0.0,,,,,
3481,"(89, 111, 568)",['Android/Kotlin' 'REST/RESTful APIs' 'RxJava'],1,0.0,,,,,
3482,"(9, 1939, 2115)",['Automation Testing' 'Mobile Testing Frameworks/Tools' 'QA'],1,0.0,,,,,
3483,"(9, 2115)",['Mobile Testing Frameworks/Tools' 'QA'],2,0.0,,,,,
3484,"(9, 266, 267)",['Mobile Testing Frameworks/Tools' 'Sound and Audio' 'Video'],1,0.0,,,,,
3485,"(9,)",['Mobile Testing Frameworks/Tools'],1,0.0,,,,,
3486,"(91, 101, 284, 666)",['ASP.NET' 'C#' 'MVP' 'jQuery'],1,0.0,,,,,
3487,"(91, 102, 114, 258, 388, 1955)",['.NET Core' 'C#' 'Git' 'MVVM' 'SQL' 'WPF'],1,0.0,,,,,
3488,"(91, 102, 1955)",['C#' 'MVVM' 'WPF'],1,0.0,,,,,
3489,"(91, 105, 425, 2055)",['C#' 'Swift' 'Unity' 'Unity 3D'],1,0.0,,,,,
3490,"(91, 1059, 1380, 2036)",['Angular' 'C#' 'Visual Studio' 'Web API'],1,0.0,,,,,
3491,"(91, 107, 109, 388)",['.NET' '.NET Core' 'C#' 'CSS'],1,0.0,,,,,
3492,"(91, 107, 387, 2036)",['Angular' 'C#' 'CSS' 'HTML'],1,4.0,3.0,1.0,,,
3493,"(91, 108, 607)",['Android' 'C#' 'Xamarin'],1,0.0,,,,,
3494,"(91, 109)",['.NET' 'C#'],3,0.0,,,,,
3495,"(91, 109, 113, 388)",['.NET' '.NET Core' 'C#' 'MySQL'],2,0.0,,,,,
3496,"(91, 109, 114, 1059)",['.NET' 'C#' 'SQL' 'Web API'],1,0.0,,,,,
3497,"(91, 109, 114, 264, 666)",['.NET' 'ASP.NET' 'C#' 'JSON' 'SQL'],1,0.0,,,,,
3498,"(91, 109, 1397, 2062)",['.NET' 'ASP.NET/C#' 'AngularJS' 'C#'],1,0.0,,,,,
3499,"(91, 109, 165, 358)",['.NET' 'C#' 'Laravel' 'PHP'],1,0.0,,,,,
3500,"(91, 109, 2031)",['.NET' 'C#' 'React'],2,0.0,,,,,
3501,"(91, 109, 2036)",['.NET' 'Angular' 'C#'],1,0.0,,,,,
3502,"(91, 109, 2036, 2126)",['.NET' 'Angular' 'C#' 'Fintech'],1,0.0,,,,,
3503,"(91, 109, 2055)",['.NET' 'C#' 'Unity'],1,0.0,,,,,
3504,"(91, 109, 2062)",['.NET' 'ASP.NET/C#' 'C#'],1,0.0,,,,,
3505,"(91, 109, 249)",['.NET' 'C#' 'Cloud'],1,0.0,,,,,
3506,"(91, 109, 249, 328, 1286)",['.NET' 'C#' 'Cloud' 'Third party APIs' 'Windows Applications'],1,0.0,,,,,
3507,"(91, 111, 114, 1058)",['ASP.NET MVC' 'C#' 'REST/RESTful APIs' 'SQL'],1,174.0,51.0,98.0,18.0,3.0,4.0
3508,"(91, 111, 114, 258, 287, 388)",['.NET Core' 'C#' 'Git' 'NoSQL' 'REST/RESTful APIs' 'SQL'],2,0.0,,,,,
3509,"(91, 111, 120, 305)",['C#' 'Microservices' 'Node.js' 'REST/RESTful APIs'],1,6.0,3.0,3.0,,,
3510,"(91, 111, 287, 305, 388)",['.NET Core' 'C#' 'Microservices' 'NoSQL' 'REST/RESTful APIs'],1,0.0,,,,,
3511,"(91, 111, 388)",['.NET Core' 'C#' 'REST/RESTful APIs'],2,0.0,,,,,
3512,"(91, 1123, 1955)",['C#' 'UI Design' 'WPF'],1,0.0,,,,,
3513,"(91, 113, 388)",['.NET Core' 'C#' 'MySQL'],2,0.0,,,,,
3514,"(91, 114)",['C#' 'SQL'],4,1242.0,163.0,573.0,329.0,98.0,79.0
3515,"(91, 114, 122)",['C#' 'SQL' 'Vue.js'],1,40.0,20.0,16.0,3.0,1.0,
3516,"(91, 114, 2036, 2062)",['ASP.NET/C#' 'Angular' 'C#' 'SQL'],1,141.0,42.0,90.0,8.0,,1.0
3517,"(91, 114, 284, 666)",['ASP.NET' 'C#' 'SQL' 'jQuery'],1,0.0,,,,,
3518,"(91, 114, 298, 388, 1059, 2036)",['.NET Core' 'Angular' 'C#' 'OOP' 'SQL' 'Web API'],3,0.0,,,,,
3519,"(91, 114, 305, 388)",['.NET Core' 'C#' 'Microservices' 'SQL'],2,0.0,,,,,
3520,"(91, 114, 388)",['.NET Core' 'C#' 'SQL'],1,0.0,,,,,
3521,"(91, 114, 388, 2036)",['.NET Core' 'Angular' 'C#' 'SQL'],2,0.0,,,,,
3522,"(91, 114, 388, 433)",['.NET Core' 'AWS' 'C#' 'SQL'],1,0.0,,,,,
3523,"(91, 114, 666)",['ASP.NET' 'C#' 'SQL'],1,645.0,102.0,354.0,130.0,32.0,27.0
3524,"(91, 114, 666, 1987)",['.NET MVC' 'ASP.NET' 'C#' 'SQL'],1,0.0,,,,,
3525,"(91, 116, 249, 388)",['.NET Core' 'C#' 'Cloud' 'MongoDB'],1,0.0,,,,,
3526,"(91, 120)",['C#' 'Node.js'],3,220.0,62.0,113.0,34.0,4.0,7.0
3527,"(91, 120, 122, 388)",['.NET Core' 'C#' 'Node.js' 'Vue.js'],1,0.0,,,,,
3528,"(91, 120, 158, 2031)",['C#' 'Node.js' 'React' 'Typescript'],2,25.0,18.0,7.0,,,
3529,"(91, 120, 165)",['C#' 'Node.js' 'PHP'],1,27.0,21.0,6.0,,,
3530,"(91, 121, 2031)",['C#' 'React' 'Redux'],2,23.0,8.0,11.0,,,4.0
3531,"(91, 1397)",['AngularJS' 'C#'],1,641.0,75.0,262.0,190.0,36.0,78.0
3532,"(91, 1436)",['C#' 'T-SQL'],2,0.0,,,,,
3533,"(91, 1436, 2031)",['C#' 'React' 'T-SQL'],1,0.0,,,,,
3534,"(91, 1453, 2052, 2055)",['3D Graphics' 'C#' 'Unity' 'Virtual Reality'],1,0.0,,,,,
3535,"(91, 1463)",['C#' 'Game Development'],1,0.0,,,,,
3536,"(91, 158, 1397, 1674)",['AngularJS' 'C#' 'PowerShell Scripting' 'Typescript'],1,0.0,,,,,
3537,"(91, 158, 2036)",['Angular' 'C#' 'Typescript'],1,109.0,30.0,63.0,9.0,2.0,5.0
3538,"(91, 158, 258, 666, 2036)",['ASP.NET' 'Angular' 'C#' 'Git' 'Typescript'],1,11.0,5.0,4.0,2.0,,
3539,"(91, 159, 2031)",['C#' 'GraphQL' 'React'],1,7.0,5.0,2.0,,,
3540,"(91, 166, 1788, 1789)",['C#' 'Linux ' 'Memory Managment' 'Multithreading'],1,0.0,,,,,
3541,"(91, 1821)",['C#' 'MS SQL Server'],1,1242.0,163.0,573.0,329.0,98.0,79.0
3542,"(91, 1855)",['Angular 2+' 'C#'],1,641.0,75.0,262.0,190.0,36.0,78.0
3543,"(91, 1946)",['Azure Cloud SQL' 'C#'],1,93.0,28.0,47.0,14.0,2.0,2.0
3544,"(91, 1955)",['C#' 'WPF'],1,254.0,37.0,103.0,79.0,23.0,12.0
3545,"(91, 2031)",['C#' 'React'],3,128.0,34.0,58.0,3.0,1.0,32.0
3546,"(91, 2031, 2036)",['Angular' 'C#' 'React'],4,22.0,10.0,7.0,,,5.0
3547,"(91, 2031, 2062)",['ASP.NET/C#' 'C#' 'React'],1,56.0,20.0,26.0,1.0,1.0,8.0
3548,"(91, 2036)",['Angular' 'C#'],6,641.0,75.0,262.0,190.0,36.0,78.0
3549,"(91, 2055)",['C#' 'Unity'],9,0.0,,,,,
3550,"(91, 2062)",['ASP.NET/C#' 'C#'],2,1317.0,130.0,551.0,412.0,142.0,82.0
3551,"(91, 249)",['C#' 'Cloud'],1,0.0,,,,,
3552,"(91, 249, 388)",['.NET Core' 'C#' 'Cloud'],1,0.0,,,,,
3553,"(91, 258, 425, 1938)",['C#' 'Git' 'UX Design' 'Unity 3D'],1,0.0,,,,,
3554,"(91, 258, 425, 2055)",['C#' 'Git' 'Unity' 'Unity 3D'],1,0.0,,,,,
3555,"(91, 258, 598)",['C#' 'Git' 'Javascript ES6'],1,192.0,46.0,100.0,39.0,1.0,6.0
3556,"(91, 284, 388)",['.NET Core' 'C#' 'jQuery'],1,0.0,,,,,
3557,"(91, 284, 388, 1821)",['.NET Core' 'C#' 'MS SQL Server' 'jQuery'],1,0.0,,,,,
3558,"(91, 284, 388, 2061)",['.NET Core' 'C#' 'MS SQLServer' 'jQuery'],6,0.0,,,,,
3559,"(91, 388)",['.NET Core' 'C#'],7,0.0,,,,,
3560,"(91, 388, 1397)",['.NET Core' 'AngularJS' 'C#'],1,0.0,,,,,
3561,"(91, 388, 1987)",['.NET Core' '.NET MVC' 'C#'],1,0.0,,,,,
3562,"(91, 388, 2094)",['.NET Core' 'C#' 'Data Engineer'],1,0.0,,,,,
3563,"(91, 388, 666)",['.NET Core' 'ASP.NET' 'C#'],1,0.0,,,,,
3564,"(91, 425)",['C#' 'Unity 3D'],1,0.0,,,,,
3565,"(91, 425, 2055)",['C#' 'Unity' 'Unity 3D'],1,0.0,,,,,
3566,"(91, 433)",['AWS' 'C#'],1,4.0,2.0,2.0,,,
3567,"(91, 488, 607, 1719)",['C#' 'Mobile Web Development ' 'Visual Basic .NET' 'Xamarin'],1,0.0,,,,,
3568,"(91, 607)",['C#' 'Xamarin'],1,0.0,,,,,
3569,"(91, 666)",['ASP.NET' 'C#'],3,1317.0,130.0,551.0,412.0,142.0,82.0
3570,"(91, 666, 2061)",['ASP.NET' 'C#' 'MS SQLServer'],1,645.0,102.0,354.0,130.0,32.0,27.0
3571,"(91, 876)",['ASP.NET Core' 'C#'],3,1317.0,130.0,551.0,412.0,142.0,82.0
3572,"(91, 876, 1058, 1968, 2062)",['ASP.NET Core' 'ASP.NET MVC' 'ASP.NET Web Forms' 'ASP.NET/C#' 'C#'],1,1317.0,130.0,551.0,412.0,142.0,82.0
3573,"(91, 876, 2031)",['ASP.NET Core' 'C#' 'React'],1,56.0,20.0,26.0,1.0,1.0,8.0
3574,"(91, 93, 107, 109, 2031)",['.NET' 'C#' 'CSS' 'JavaScript' 'React'],1,0.0,,,,,
3575,"(91, 93, 107, 109, 387)",['.NET' 'C#' 'CSS' 'HTML' 'JavaScript'],2,0.0,,,,,
3576,"(91, 93, 107, 111, 158, 258, 347, 388, 433, 1604, 2031)","['.NET Core' 'AWS' 'Agile' 'C#' 'CSS' 'Git' 'Gitflow' 'JavaScript'
 'REST/RESTful APIs' 'React' 'Typescript']",1,0.0,,,,,
3577,"(91, 93, 107, 308, 388, 2031)",['.NET Core' 'C#' 'CSS' 'HTML5' 'JavaScript' 'React'],1,0.0,,,,,
3578,"(91, 93, 107, 387, 388)",['.NET Core' 'C#' 'CSS' 'HTML' 'JavaScript'],2,0.0,,,,,
3579,"(91, 93, 109, 111, 314, 1821)","['.NET' 'C#' 'JavaScript' 'JavaScript Frameworks' 'MS SQL Server'
 'REST/RESTful APIs']",1,0.0,,,,,
3580,"(91, 93, 109, 114)",['.NET' 'C#' 'JavaScript' 'SQL'],1,0.0,,,,,
3581,"(91, 93, 109, 122)",['.NET' 'C#' 'JavaScript' 'Vue.js'],1,0.0,,,,,
3582,"(91, 93, 109, 158, 258, 308, 309, 539, 666, 1185, 1821)","['.NET' 'ASP.NET' 'C#' 'CSS3' 'Git' 'HTML5' 'JavaScript' 'MS SQL Server'
 'Oracle' 'Oracle PL/SQL' 'Typescript']",1,0.0,,,,,
3583,"(91, 93, 114)",['C#' 'JavaScript' 'SQL'],2,42.0,20.0,21.0,1.0,,
3584,"(91, 93, 114, 331)",['C#' 'JavaScript' 'MVC' 'SQL'],1,0.0,,,,,
3585,"(91, 93, 116)",['C#' 'JavaScript' 'MongoDB'],1,4.0,3.0,1.0,,,
3586,"(91, 93, 120, 157, 593, 813, 1719)","['C#' 'JavaScript' 'LESS' 'Node.js' 'Objective-C' 'Visual Basic .NET'
 'Visual C++']",1,0.0,,,,,
3587,"(91, 93, 158, 159, 2036)",['Angular' 'C#' 'GraphQL' 'JavaScript' 'Typescript'],1,0.0,,,,,
3588,"(91, 93, 165)",['C#' 'JavaScript' 'PHP'],1,11.0,10.0,1.0,,,
3589,"(91, 93, 1972)",['ADO.NET' 'C#' 'JavaScript'],1,0.0,,,,,
3590,"(91, 93, 2036)",['Angular' 'C#' 'JavaScript'],2,18.0,8.0,9.0,,,1.0
3591,"(91, 93, 2055)",['C#' 'JavaScript' 'Unity'],1,0.0,,,,,
3592,"(91, 93, 388)",['.NET Core' 'C#' 'JavaScript'],1,0.0,,,,,
3593,"(91, 93, 666, 2031)",['ASP.NET' 'C#' 'JavaScript' 'React'],1,2.0,2.0,,,,
3594,"(91,)",['C#'],7,4384.0,229.0,1066.0,1912.0,787.0,390.0
3595,"(93, 104, 158)",['JavaScript' 'Scala' 'Typescript'],4,0.0,,,,,
3596,"(93, 104, 284, 387, 437, 1325)",['Bootstrap' 'HTML' 'JavaScript' 'Play Framework' 'Scala' 'jQuery'],1,0.0,,,,,
3597,"(93, 104, 433, 1299)",['AWS' 'Back-End Development' 'JavaScript' 'Scala'],1,0.0,,,,,
3598,"(93, 105, 159, 264)",['GraphQL' 'JSON' 'JavaScript' 'Swift'],1,0.0,,,,,
3599,"(93, 105, 2031)",['JavaScript' 'React' 'Swift'],2,1.0,1.0,,,,
3600,"(93, 107)",['CSS' 'JavaScript'],1,141.0,71.0,57.0,5.0,4.0,4.0
3601,"(93, 107, 111, 121, 258, 284, 314, 321, 387, 495, 593, 2031)","['AJAX ' 'CSS' 'Git' 'HTML' 'JavaScript' 'JavaScript Frameworks' 'LESS'
 'REST/RESTful APIs' 'React' 'Redux' 'Webpack' 'jQuery']",1,0.0,,,,,
3602,"(93, 107, 111, 158, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'REST/RESTful APIs' 'React' 'Typescript'],1,8.0,7.0,1.0,,,
3603,"(93, 107, 111, 264, 265, 387)",['CSS' 'HTML' 'JSON' 'JavaScript' 'REST/RESTful APIs' 'XML'],1,0.0,,,,,
3604,"(93, 107, 111, 264, 387, 433)",['AWS' 'CSS' 'HTML' 'JSON' 'JavaScript' 'REST/RESTful APIs'],1,0.0,,,,,
3605,"(93, 107, 111, 387)",['CSS' 'HTML' 'JavaScript' 'REST/RESTful APIs'],1,42.0,33.0,7.0,,,2.0
3606,"(93, 107, 113, 120, 165, 387)",['CSS' 'HTML' 'JavaScript' 'MySQL' 'Node.js' 'PHP'],1,7.0,6.0,1.0,,,
3607,"(93, 107, 113, 132, 165, 387, 433)",['AWS' 'CSS' 'Firebase' 'HTML' 'JavaScript' 'MySQL' 'PHP'],1,0.0,,,,,
3608,"(93, 107, 113, 165, 284, 387, 433)",['AWS' 'CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP' 'jQuery'],1,0.0,,,,,
3609,"(93, 107, 113, 165, 308, 1938)",['CSS' 'HTML5' 'JavaScript' 'MySQL' 'PHP' 'UX Design'],1,0.0,,,,,
3610,"(93, 107, 113, 284, 387, 2087)","['CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP, Laravel' 'jQuery']",1,0.0,,,,,
3611,"(93, 107, 114, 158, 2031)",['CSS' 'JavaScript' 'React' 'SQL' 'Typescript'],1,5.0,5.0,,,,
3612,"(93, 107, 114, 2031)",['CSS' 'JavaScript' 'React' 'SQL'],3,7.0,7.0,,,,
3613,"(93, 107, 114, 284, 387)",['CSS' 'HTML' 'JavaScript' 'SQL' 'jQuery'],1,0.0,,,,,
3614,"(93, 107, 114, 387, 2087)","['CSS' 'HTML' 'JavaScript' 'PHP, Laravel' 'SQL']",1,13.0,11.0,2.0,,,
3615,"(93, 107, 116, 120, 158, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'MongoDB' 'Node.js' 'React' 'Typescript'],1,5.0,5.0,,,,
3616,"(93, 107, 116, 158, 165, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'MongoDB' 'PHP' 'React' 'Typescript'],1,2.0,2.0,,,,
3617,"(93, 107, 120)",['CSS' 'JavaScript' 'Node.js'],1,48.0,34.0,11.0,,,3.0
3618,"(93, 107, 120, 2031)",['CSS' 'JavaScript' 'Node.js' 'React'],2,13.0,13.0,,,,
3619,"(93, 107, 120, 387)",['CSS' 'HTML' 'JavaScript' 'Node.js'],2,48.0,34.0,11.0,,,3.0
3620,"(93, 107, 120, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'Node.js' 'React'],3,13.0,13.0,,,,
3621,"(93, 107, 120, 387, 2050)",['CSS' 'HTML' 'JavaScript' 'Node.js' 'Python(Django)'],1,3.0,2.0,1.0,,,
3622,"(93, 107, 120, 433)",['AWS' 'CSS' 'JavaScript' 'Node.js'],1,0.0,,,,,
3623,"(93, 107, 120, 437, 1397, 1615, 2036)","['API Integrations  ' 'Angular' 'AngularJS' 'Bootstrap' 'CSS' 'JavaScript'
 'Node.js']",2,0.0,,,,,
3624,"(93, 107, 121, 2031)",['CSS' 'JavaScript' 'React' 'Redux'],1,8.0,6.0,2.0,,,
3625,"(93, 107, 121, 264, 387, 2031)",['CSS' 'HTML' 'JSON' 'JavaScript' 'React' 'Redux'],1,0.0,,,,,
3626,"(93, 107, 121, 321, 338, 387, 769, 2031)","['CSS' 'Flux' 'HTML' 'JavaScript' 'React' 'Redux' 'Software Development'
 'Webpack']",1,0.0,,,,,
3627,"(93, 107, 121, 338, 387, 2031)",['CSS' 'Flux' 'HTML' 'JavaScript' 'React' 'Redux'],1,0.0,,,,,
3628,"(93, 107, 121, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'Redux'],4,8.0,6.0,2.0,,,
3629,"(93, 107, 121, 387, 2031, 2105)",['CSS' 'Computer Science Fundamentals' 'HTML' 'JavaScript' 'React' 'Redux'],1,0.0,,,,,
3630,"(93, 107, 122, 387)",['CSS' 'HTML' 'JavaScript' 'Vue.js'],2,28.0,22.0,6.0,,,
3631,"(93, 107, 122, 387, 1123, 1699, 2031, 2036)","['Angular' 'CSS' 'HTML' 'JavaScript' 'React' 'UI Design' 'Vue.js'
 'Wireframing & Prototyping']",1,0.0,,,,,
3632,"(93, 107, 122, 387, 1123, 1938, 2031, 2036)","['Angular' 'CSS' 'HTML' 'JavaScript' 'React' 'UI Design' 'UX Design'
 'Vue.js']",1,0.0,,,,,
3633,"(93, 107, 122, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'Vue.js'],2,8.0,8.0,,,,
3634,"(93, 107, 122, 387, 406, 1059, 2031)",['CSS' 'HTML' 'JavaScript' 'Next.js' 'React' 'Vue.js' 'Web API'],1,0.0,,,,,
3635,"(93, 107, 132, 159, 160, 387)",['CSS' 'Firebase' 'GraphQL' 'HTML' 'JavaScript' 'React Native'],2,0.0,,,,,
3636,"(93, 107, 132, 160, 171, 387, 433)",['AWS' 'CSS' 'EC2' 'Firebase' 'HTML' 'JavaScript' 'React Native'],1,0.0,,,,,
3637,"(93, 107, 158)",['CSS' 'JavaScript' 'Typescript'],5,43.0,32.0,9.0,1.0,,1.0
3638,"(93, 107, 158, 159, 580, 2031)",['Apollo' 'CSS' 'GraphQL' 'JavaScript' 'React' 'Typescript'],1,0.0,,,,,
3639,"(93, 107, 158, 249, 2031)",['CSS' 'Cloud' 'JavaScript' 'React' 'Typescript'],1,0.0,,,,,
3640,"(93, 107, 158, 387)",['CSS' 'HTML' 'JavaScript' 'Typescript'],2,43.0,32.0,9.0,1.0,,1.0
3641,"(93, 107, 158, 387, 1397)",['AngularJS' 'CSS' 'HTML' 'JavaScript' 'Typescript'],1,10.0,8.0,2.0,,,
3642,"(93, 107, 158, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'Typescript'],3,19.0,16.0,3.0,,,
3643,"(93, 107, 158, 387, 2036)",['Angular' 'CSS' 'HTML' 'JavaScript' 'Typescript'],2,10.0,8.0,2.0,,,
3644,"(93, 107, 158, 458, 2036)",['Angular' 'CSS' 'Clean Architecture' 'JavaScript' 'Typescript'],1,0.0,,,,,
3645,"(93, 107, 159, 387, 2031)",['CSS' 'GraphQL' 'HTML' 'JavaScript' 'React'],1,3.0,2.0,1.0,,,
3646,"(93, 107, 165)",['CSS' 'JavaScript' 'PHP'],1,51.0,35.0,14.0,,1.0,1.0
3647,"(93, 107, 165, 387)",['CSS' 'HTML' 'JavaScript' 'PHP'],3,51.0,35.0,14.0,,1.0,1.0
3648,"(93, 107, 165, 387, 526)",['CSS' 'HTML' 'JavaScript' 'PHP' 'WordPress'],2,9.0,8.0,1.0,,,
3649,"(93, 107, 188, 387)",['CSS' 'D3.js' 'HTML' 'JavaScript'],1,5.0,4.0,1.0,,,
3650,"(93, 107, 2031)",['CSS' 'JavaScript' 'React'],8,29.0,22.0,7.0,,,
3651,"(93, 107, 249, 287, 2031)",['CSS' 'Cloud' 'JavaScript' 'NoSQL' 'React'],1,0.0,,,,,
3652,"(93, 107, 258, 387, 2031)",['CSS' 'Git' 'HTML' 'JavaScript' 'React'],1,7.0,7.0,,,,
3653,"(93, 107, 284)",['CSS' 'JavaScript' 'jQuery'],1,0.0,,,,,
3654,"(93, 107, 284, 2036)",['Angular' 'CSS' 'JavaScript' 'jQuery'],3,0.0,,,,,
3655,"(93, 107, 284, 322, 387, 2031)",['CSS' 'Graphic Design' 'HTML' 'JavaScript' 'React' 'jQuery'],1,0.0,,,,,
3656,"(93, 107, 284, 387)",['CSS' 'HTML' 'JavaScript' 'jQuery'],4,0.0,,,,,
3657,"(93, 107, 284, 387, 437)",['Bootstrap' 'CSS' 'HTML' 'JavaScript' 'jQuery'],1,0.0,,,,,
3658,"(93, 107, 284, 387, 464, 1675)","['CSS' 'HTML' 'JavaScript' 'Salesforce Development' 'Salesforce Lightning'
 'jQuery']",1,0.0,,,,,
3659,"(93, 107, 284, 387, 609, 610)",['Adobe Illustrator' 'Adobe Photoshop' 'CSS' 'HTML' 'JavaScript' 'jQuery'],1,0.0,,,,,
3660,"(93, 107, 311, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'SASS'],1,0.0,,,,,
3661,"(93, 107, 311, 387, 437)",['Bootstrap' 'CSS' 'HTML' 'JavaScript' 'SASS'],1,0.0,,,,,
3662,"(93, 107, 314, 387)",['CSS' 'HTML' 'JavaScript' 'JavaScript Frameworks'],2,0.0,,,,,
3663,"(93, 107, 321, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'Webpack'],1,0.0,,,,,
3664,"(93, 107, 331, 1821, 2062)",['ASP.NET/C#' 'CSS' 'JavaScript' 'MS SQL Server' 'MVC'],1,0.0,,,,,
3665,"(93, 107, 338, 387, 2031)",['CSS' 'Flux' 'HTML' 'JavaScript' 'React'],1,0.0,,,,,
3666,"(93, 107, 353, 2031, 2036)",['Angular' 'CSS' 'JavaScript' 'React' 'UI Development'],1,0.0,,,,,
3667,"(93, 107, 363, 2031, 2036, 2049)",['Angular' 'CSS' 'JavaScript' 'PHP/MySQL' 'React' 'Symfony'],1,0.0,,,,,
3668,"(93, 107, 387)",['CSS' 'HTML' 'JavaScript'],19,141.0,71.0,57.0,5.0,4.0,4.0
3669,"(93, 107, 387, 1059, 1615)",['API Integrations  ' 'CSS' 'HTML' 'JavaScript' 'Web API'],1,0.0,,,,,
3670,"(93, 107, 387, 1123, 1938, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'UI Design' 'UX Design'],1,1.0,1.0,,,,
3671,"(93, 107, 387, 1397)",['AngularJS' 'CSS' 'HTML' 'JavaScript'],2,34.0,17.0,15.0,,1.0,1.0
3672,"(93, 107, 387, 1615, 2049)",['API Integrations  ' 'CSS' 'HTML' 'JavaScript' 'PHP/MySQL'],1,0.0,,,,,
3673,"(93, 107, 387, 1855)",['Angular 2+' 'CSS' 'HTML' 'JavaScript'],1,34.0,17.0,15.0,,1.0,1.0
3674,"(93, 107, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'React'],16,29.0,22.0,7.0,,,
3675,"(93, 107, 387, 2031, 2050)",['CSS' 'HTML' 'JavaScript' 'Python(Django)' 'React'],1,2.0,2.0,,,,
3676,"(93, 107, 387, 2031, 2117)",['CSS' 'HTML' 'JavaScript' 'React' 'Shopify'],1,0.0,,,,,
3677,"(93, 107, 387, 2036)",['Angular' 'CSS' 'HTML' 'JavaScript'],1,34.0,17.0,15.0,,1.0,1.0
3678,"(93, 107, 387, 2050)",['CSS' 'HTML' 'JavaScript' 'Python(Django)'],2,7.0,5.0,2.0,,,
3679,"(93, 107, 387, 2087)","['CSS' 'HTML' 'JavaScript' 'PHP, Laravel']",1,31.0,24.0,7.0,,,
3680,"(93, 107, 387, 2117)",['CSS' 'HTML' 'JavaScript' 'Shopify'],1,0.0,,,,,
3681,"(93, 107, 387, 2118)",['CSS' 'HTML' 'JavaScript' 'Liquid'],1,0.0,,,,,
3682,"(93, 107, 387, 425, 1453)",['3D Graphics' 'CSS' 'HTML' 'JavaScript' 'Unity 3D'],1,0.0,,,,,
3683,"(93, 107, 387, 526)",['CSS' 'HTML' 'JavaScript' 'WordPress'],1,13.0,12.0,1.0,,,
3684,"(93, 107, 387, 594, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'SCSS'],1,0.0,,,,,
3685,"(93, 107, 387, 602, 2031)",['CSS' 'HTML' 'JavaScript' 'Material UI' 'React'],1,0.0,,,,,
3686,"(93, 107, 387, 614, 2031)",['CSS' 'Figma' 'HTML' 'JavaScript' 'React'],1,0.0,,,,,
3687,"(93, 107, 437, 2036)",['Angular' 'Bootstrap' 'CSS' 'JavaScript'],1,0.0,,,,,
3688,"(93, 107, 526)",['CSS' 'JavaScript' 'WordPress'],1,13.0,12.0,1.0,,,
3689,"(93, 107, 614, 2031)",['CSS' 'Figma' 'JavaScript' 'React'],1,0.0,,,,,
3690,"(93, 109, 122, 1821)",['.NET' 'JavaScript' 'MS SQL Server' 'Vue.js'],1,0.0,,,,,
3691,"(93, 109, 2062)",['.NET' 'ASP.NET/C#' 'JavaScript'],1,0.0,,,,,
3692,"(93, 109, 388)",['.NET' '.NET Core' 'JavaScript'],1,0.0,,,,,
3693,"(93, 111)",['JavaScript' 'REST/RESTful APIs'],1,111.0,70.0,37.0,,1.0,3.0
3694,"(93, 111, 113, 246, 2087)","['JavaScript' 'MySQL' 'PHP, Laravel' 'RDBMS' 'REST/RESTful APIs']",1,0.0,,,,,
3695,"(93, 111, 113, 331, 2087)","['JavaScript' 'MVC' 'MySQL' 'PHP, Laravel' 'REST/RESTful APIs']",1,0.0,,,,,
