,must_have_skill_ids_tuple,must_have_skill_names_y,total_positions,total_open_positions__c,dc,must_have_skill_names,job_id,passed_must_have_skill total_devs,passed_must_have_skill Elite,passed_must_have_skill High Quality,passed_must_have_skill Average,passed_must_have_skill Low Quality,passed_must_have_skill Low Experience
3101,"(876,)",['ASP.NET Core'],2.0,1.0,1,['ASP.NET Core'],2,1522.0,151.0,611.0,434.0,240.0,86.0
3102,"(885, 2031)",['IoT' 'React'],1.0,0.0,0,['IoT' 'React'],1,0.0,,,,,
3103,"(89, 111, 568)",['Android/Kotlin' 'REST/RESTful APIs' 'RxJava'],1.0,0.0,0,['Android/Kotlin' 'REST/RESTful APIs' 'RxJava'],1,0.0,,,,,
3104,"(9, 2115)",['Mobile Testing Frameworks/Tools' 'QA'],2.0,0.0,2,['Mobile Testing Frameworks/Tools' 'QA'],2,0.0,,,,,
3105,"(9,)",['Mobile Testing Frameworks/Tools'],1.0,1.0,1,['Mobile Testing Frameworks/Tools'],1,0.0,,,,,
3106,"(91, 101, 284, 666)",['ASP.NET' 'C#' 'MVP' 'jQuery'],1.0,0.0,0,['ASP.NET' 'C#' 'MVP' 'jQuery'],1,0.0,,,,,
3107,"(91, 102, 114, 258, 388, 1955)",['.NET Core' 'C#' 'Git' 'MVVM' 'SQL' 'WPF'],2.0,0.0,0,['.NET Core' 'C#' 'Git' 'MVVM' 'SQL' 'WPF'],1,0.0,,,,,
3108,"(91, 102, 1955)",['C#' 'MVVM' 'WPF'],1.0,0.0,1,['C#' 'MVVM' 'WPF'],1,0.0,,,,,
3109,"(91, 105, 425, 2055)",['C#' 'Swift' 'Unity' 'Unity 3D'],1.0,0.0,0,['C#' 'Swift' 'Unity' 'Unity 3D'],1,0.0,,,,,
3110,"(91, 1059, 1380, 2036)",['Angular' 'C#' 'Visual Studio' 'Web API'],5.0,5.0,0,['Angular' 'C#' 'Visual Studio' 'Web API'],1,0.0,,,,,
3111,"(91, 107, 387, 2036)",['Angular' 'C#' 'CSS' 'HTML'],1.0,0.0,0,['Angular' 'C#' 'CSS' 'HTML'],1,4.0,3.0,1.0,,,
3112,"(91, 108, 607)",['Android' 'C#' 'Xamarin'],1.0,1.0,0,['Android' 'C#' 'Xamarin'],1,0.0,,,,,
3113,"(91, 109)",['.NET' 'C#'],3.0,0.0,0,['.NET' 'C#'],3,0.0,,,,,
3114,"(91, 109, 113, 388)",['.NET' '.NET Core' 'C#' 'MySQL'],1.0,0.0,1,['.NET' '.NET Core' 'C#' 'MySQL'],2,0.0,,,,,
3115,"(91, 109, 114, 1059)",['.NET' 'C#' 'SQL' 'Web API'],1.0,0.0,0,['.NET' 'C#' 'SQL' 'Web API'],1,0.0,,,,,
3116,"(91, 109, 114, 264, 666)",['.NET' 'ASP.NET' 'C#' 'JSON' 'SQL'],1.0,0.0,0,['.NET' 'ASP.NET' 'C#' 'JSON' 'SQL'],1,0.0,,,,,
3117,"(91, 109, 1397, 2062)",['.NET' 'ASP.NET/C#' 'AngularJS' 'C#'],1.0,0.0,0,['.NET' 'ASP.NET/C#' 'AngularJS' 'C#'],1,0.0,,,,,
3118,"(91, 109, 2031)",['.NET' 'C#' 'React'],2.0,2.0,2,['.NET' 'C#' 'React'],2,0.0,,,,,
3119,"(91, 109, 2036)",['.NET' 'Angular' 'C#'],1.0,1.0,1,['.NET' 'Angular' 'C#'],1,0.0,,,,,
3120,"(91, 109, 2055)",['.NET' 'C#' 'Unity'],1.0,0.0,0,['.NET' 'C#' 'Unity'],1,0.0,,,,,
3121,"(91, 109, 2062)",['.NET' 'ASP.NET/C#' 'C#'],1.0,0.0,1,['.NET' 'ASP.NET/C#' 'C#'],1,0.0,,,,,
3122,"(91, 109, 249)",['.NET' 'C#' 'Cloud'],1.0,0.0,0,['.NET' 'C#' 'Cloud'],1,0.0,,,,,
3123,"(91, 109, 249, 328, 1286)",['.NET' 'C#' 'Cloud' 'Third party APIs' 'Windows Applications'],1.0,0.0,1,['.NET' 'C#' 'Cloud' 'Third party APIs' 'Windows Applications'],1,0.0,,,,,
3124,"(91, 111, 114, 1058)",['ASP.NET MVC' 'C#' 'REST/RESTful APIs' 'SQL'],1.0,0.0,0,['ASP.NET MVC' 'C#' 'REST/RESTful APIs' 'SQL'],1,174.0,51.0,98.0,18.0,3.0,4.0
3125,"(91, 111, 114, 258, 287, 388)",['.NET Core' 'C#' 'Git' 'NoSQL' 'REST/RESTful APIs' 'SQL'],3.0,0.0,2,['.NET Core' 'C#' 'Git' 'NoSQL' 'REST/RESTful APIs' 'SQL'],2,0.0,,,,,
3126,"(91, 111, 120, 305)",['C#' 'Microservices' 'Node.js' 'REST/RESTful APIs'],1.0,0.0,0,['C#' 'Microservices' 'Node.js' 'REST/RESTful APIs'],1,6.0,3.0,3.0,,,
3127,"(91, 111, 287, 305, 388)",['.NET Core' 'C#' 'Microservices' 'NoSQL' 'REST/RESTful APIs'],1.0,0.0,0,['.NET Core' 'C#' 'Microservices' 'NoSQL' 'REST/RESTful APIs'],1,0.0,,,,,
3128,"(91, 111, 388)",['.NET Core' 'C#' 'REST/RESTful APIs'],2.0,0.0,1,['.NET Core' 'C#' 'REST/RESTful APIs'],2,0.0,,,,,
3129,"(91, 1123, 1955)",['C#' 'UI Design' 'WPF'],1.0,0.0,1,['C#' 'UI Design' 'WPF'],1,0.0,,,,,
3130,"(91, 113, 388)",['.NET Core' 'C#' 'MySQL'],3.0,0.0,1,['.NET Core' 'C#' 'MySQL'],2,0.0,,,,,
3131,"(91, 114)",['C#' 'SQL'],7.0,5.0,1,['C#' 'SQL'],4,1242.0,163.0,573.0,329.0,98.0,79.0
3132,"(91, 114, 122)",['C#' 'SQL' 'Vue.js'],1.0,1.0,1,['C#' 'SQL' 'Vue.js'],1,40.0,20.0,16.0,3.0,1.0,
3133,"(91, 114, 2036, 2062)",['ASP.NET/C#' 'Angular' 'C#' 'SQL'],1.0,0.0,0,['ASP.NET/C#' 'Angular' 'C#' 'SQL'],1,141.0,42.0,90.0,8.0,,1.0
3134,"(91, 114, 284, 666)",['ASP.NET' 'C#' 'SQL' 'jQuery'],1.0,0.0,0,['ASP.NET' 'C#' 'SQL' 'jQuery'],1,0.0,,,,,
3135,"(91, 114, 298, 388, 1059, 2036)",['.NET Core' 'Angular' 'C#' 'OOP' 'SQL' 'Web API'],10.0,7.0,1,['.NET Core' 'Angular' 'C#' 'OOP' 'SQL' 'Web API'],3,0.0,,,,,
3136,"(91, 114, 305, 388)",['.NET Core' 'C#' 'Microservices' 'SQL'],2.0,2.0,1,['.NET Core' 'C#' 'Microservices' 'SQL'],2,0.0,,,,,
3137,"(91, 114, 388)",['.NET Core' 'C#' 'SQL'],1.0,0.0,0,['.NET Core' 'C#' 'SQL'],1,0.0,,,,,
3138,"(91, 114, 388, 2036)",['.NET Core' 'Angular' 'C#' 'SQL'],2.0,2.0,1,['.NET Core' 'Angular' 'C#' 'SQL'],2,0.0,,,,,
3139,"(91, 114, 388, 433)",['.NET Core' 'AWS' 'C#' 'SQL'],1.0,0.0,0,['.NET Core' 'AWS' 'C#' 'SQL'],1,0.0,,,,,
3140,"(91, 114, 666)",['ASP.NET' 'C#' 'SQL'],1.0,0.0,0,['ASP.NET' 'C#' 'SQL'],1,645.0,102.0,354.0,130.0,32.0,27.0
3141,"(91, 114, 666, 1987)",['.NET MVC' 'ASP.NET' 'C#' 'SQL'],1.0,0.0,0,['.NET MVC' 'ASP.NET' 'C#' 'SQL'],1,0.0,,,,,
3142,"(91, 116, 249, 388)",['.NET Core' 'C#' 'Cloud' 'MongoDB'],1.0,0.0,0,['.NET Core' 'C#' 'Cloud' 'MongoDB'],1,0.0,,,,,
3143,"(91, 120)",['C#' 'Node.js'],3.0,0.0,2,['C#' 'Node.js'],3,220.0,62.0,113.0,34.0,4.0,7.0
3144,"(91, 120, 158, 2031)",['C#' 'Node.js' 'React' 'Typescript'],2.0,0.0,0,['C#' 'Node.js' 'React' 'Typescript'],2,25.0,18.0,7.0,,,
3145,"(91, 120, 165)",['C#' 'Node.js' 'PHP'],1.0,0.0,0,['C#' 'Node.js' 'PHP'],1,27.0,21.0,6.0,,,
3146,"(91, 121, 2031)",['C#' 'React' 'Redux'],2.0,0.0,2,['C#' 'React' 'Redux'],2,23.0,8.0,11.0,,,4.0
3147,"(91, 1397)",['AngularJS' 'C#'],1.0,0.0,0,['AngularJS' 'C#'],1,641.0,75.0,262.0,190.0,36.0,78.0
3148,"(91, 1436)",['C#' 'T-SQL'],4.0,4.0,1,['C#' 'T-SQL'],2,0.0,,,,,
3149,"(91, 1436, 2031)",['C#' 'React' 'T-SQL'],1.0,1.0,1,['C#' 'React' 'T-SQL'],1,0.0,,,,,
3150,"(91, 1453, 2052, 2055)",['3D Graphics' 'C#' 'Unity' 'Virtual Reality'],1.0,0.0,0,['3D Graphics' 'C#' 'Unity' 'Virtual Reality'],1,0.0,,,,,
3151,"(91, 158, 1397, 1674)",['AngularJS' 'C#' 'PowerShell Scripting' 'Typescript'],0.0,0.0,0,['AngularJS' 'C#' 'PowerShell Scripting' 'Typescript'],1,0.0,,,,,
3152,"(91, 158, 2036)",['Angular' 'C#' 'Typescript'],5.0,5.0,0,['Angular' 'C#' 'Typescript'],1,109.0,30.0,63.0,9.0,2.0,5.0
3153,"(91, 158, 258, 666, 2036)",['ASP.NET' 'Angular' 'C#' 'Git' 'Typescript'],1.0,0.0,0,['ASP.NET' 'Angular' 'C#' 'Git' 'Typescript'],1,11.0,5.0,4.0,2.0,,
3154,"(91, 159, 2031)",['C#' 'GraphQL' 'React'],1.0,0.0,1,['C#' 'GraphQL' 'React'],1,7.0,5.0,2.0,,,
3155,"(91, 166, 1788, 1789)",['C#' 'Linux ' 'Memory Managment' 'Multithreading'],1.0,0.0,0,['C#' 'Linux ' 'Memory Managment' 'Multithreading'],1,0.0,,,,,
3156,"(91, 1821)",['C#' 'MS SQL Server'],1.0,0.0,1,['C#' 'MS SQL Server'],1,1242.0,163.0,573.0,329.0,98.0,79.0
3157,"(91, 1855)",['Angular 2+' 'C#'],1.0,0.0,1,['Angular 2+' 'C#'],1,641.0,75.0,262.0,190.0,36.0,78.0
3158,"(91, 1946)",['Azure Cloud SQL' 'C#'],1.0,0.0,1,['Azure Cloud SQL' 'C#'],1,93.0,28.0,47.0,14.0,2.0,2.0
3159,"(91, 1955)",['C#' 'WPF'],1.0,0.0,0,['C#' 'WPF'],1,254.0,37.0,103.0,79.0,23.0,12.0
3160,"(91, 2031, 2036)",['Angular' 'C#' 'React'],3.0,0.0,2,['Angular' 'C#' 'React'],4,22.0,10.0,7.0,,,5.0
3161,"(91, 2031, 2062)",['ASP.NET/C#' 'C#' 'React'],1.0,0.0,0,['ASP.NET/C#' 'C#' 'React'],1,56.0,20.0,26.0,1.0,1.0,8.0
3162,"(91, 2036)",['Angular' 'C#'],6.0,3.0,1,['Angular' 'C#'],6,641.0,75.0,262.0,190.0,36.0,78.0
3163,"(91, 2055)",['C#' 'Unity'],9.0,0.0,2,['C#' 'Unity'],9,0.0,,,,,
3164,"(91, 2062)",['ASP.NET/C#' 'C#'],8.0,4.0,1,['ASP.NET/C#' 'C#'],2,1317.0,130.0,551.0,412.0,142.0,82.0
3165,"(91, 249, 388)",['.NET Core' 'C#' 'Cloud'],1.0,0.0,0,['.NET Core' 'C#' 'Cloud'],1,0.0,,,,,
3166,"(91, 258, 425, 1938)",['C#' 'Git' 'UX Design' 'Unity 3D'],1.0,0.0,0,['C#' 'Git' 'UX Design' 'Unity 3D'],1,0.0,,,,,
3167,"(91, 258, 425, 2055)",['C#' 'Git' 'Unity' 'Unity 3D'],1.0,0.0,0,['C#' 'Git' 'Unity' 'Unity 3D'],1,0.0,,,,,
3168,"(91, 258, 598)",['C#' 'Git' 'Javascript ES6'],1.0,0.0,1,['C#' 'Git' 'Javascript ES6'],1,192.0,46.0,100.0,39.0,1.0,6.0
3169,"(91, 284, 388)",['.NET Core' 'C#' 'jQuery'],1.0,1.0,1,['.NET Core' 'C#' 'jQuery'],1,0.0,,,,,
3170,"(91, 284, 388, 1821)",['.NET Core' 'C#' 'MS SQL Server' 'jQuery'],1.0,1.0,1,['.NET Core' 'C#' 'MS SQL Server' 'jQuery'],1,0.0,,,,,
3171,"(91, 284, 388, 2061)",['.NET Core' 'C#' 'MS SQLServer' 'jQuery'],7.0,5.0,6,['.NET Core' 'C#' 'MS SQLServer' 'jQuery'],6,0.0,,,,,
3172,"(91, 388)",['.NET Core' 'C#'],7.0,1.0,1,['.NET Core' 'C#'],7,0.0,,,,,
3173,"(91, 388, 1987)",['.NET Core' '.NET MVC' 'C#'],1.0,0.0,1,['.NET Core' '.NET MVC' 'C#'],1,0.0,,,,,
3174,"(91, 388, 666)",['.NET Core' 'ASP.NET' 'C#'],1.0,0.0,1,['.NET Core' 'ASP.NET' 'C#'],1,0.0,,,,,
3175,"(91, 425)",['C#' 'Unity 3D'],1.0,0.0,0,['C#' 'Unity 3D'],1,0.0,,,,,
3176,"(91, 433)",['AWS' 'C#'],1.0,0.0,0,['AWS' 'C#'],1,4.0,2.0,2.0,,,
3177,"(91, 488, 607, 1719)",['C#' 'Mobile Web Development ' 'Visual Basic .NET' 'Xamarin'],1.0,0.0,0,['C#' 'Mobile Web Development ' 'Visual Basic .NET' 'Xamarin'],1,0.0,,,,,
3178,"(91, 607)",['C#' 'Xamarin'],1.0,0.0,0,['C#' 'Xamarin'],1,0.0,,,,,
3179,"(91, 666)",['ASP.NET' 'C#'],3.0,2.0,1,['ASP.NET' 'C#'],3,1317.0,130.0,551.0,412.0,142.0,82.0
3180,"(91, 666, 2061)",['ASP.NET' 'C#' 'MS SQLServer'],1.0,0.0,1,['ASP.NET' 'C#' 'MS SQLServer'],1,645.0,102.0,354.0,130.0,32.0,27.0
3181,"(91, 876)",['ASP.NET Core' 'C#'],2.0,0.0,1,['ASP.NET Core' 'C#'],3,1317.0,130.0,551.0,412.0,142.0,82.0
3182,"(91, 876, 1058, 1968, 2062)",['ASP.NET Core' 'ASP.NET MVC' 'ASP.NET Web Forms' 'ASP.NET/C#' 'C#'],1.0,0.0,0,['ASP.NET Core' 'ASP.NET MVC' 'ASP.NET Web Forms' 'ASP.NET/C#' 'C#'],1,1317.0,130.0,551.0,412.0,142.0,82.0
3183,"(91, 876, 2031)",['ASP.NET Core' 'C#' 'React'],1.0,0.0,1,['ASP.NET Core' 'C#' 'React'],1,56.0,20.0,26.0,1.0,1.0,8.0
3184,"(91, 93, 107, 109, 2031)",['.NET' 'C#' 'CSS' 'JavaScript' 'React'],1.0,0.0,0,['.NET' 'C#' 'CSS' 'JavaScript' 'React'],1,0.0,,,,,
3185,"(91, 93, 107, 109, 387)",['.NET' 'C#' 'CSS' 'HTML' 'JavaScript'],2.0,2.0,2,['.NET' 'C#' 'CSS' 'HTML' 'JavaScript'],2,0.0,,,,,
3186,"(91, 93, 107, 111, 158, 258, 347, 388, 433, 1604, 2031)","['.NET Core' 'AWS' 'Agile' 'C#' 'CSS' 'Git' 'Gitflow' 'JavaScript'
 'REST/RESTful APIs' 'React' 'Typescript']",1.0,0.0,0,"['.NET Core' 'AWS' 'Agile' 'C#' 'CSS' 'Git' 'Gitflow' 'JavaScript'
 'REST/RESTful APIs' 'React' 'Typescript']",1,0.0,,,,,
3187,"(91, 93, 107, 308, 388, 2031)",['.NET Core' 'C#' 'CSS' 'HTML5' 'JavaScript' 'React'],1.0,0.0,0,['.NET Core' 'C#' 'CSS' 'HTML5' 'JavaScript' 'React'],1,0.0,,,,,
3188,"(91, 93, 107, 387, 388)",['.NET Core' 'C#' 'CSS' 'HTML' 'JavaScript'],5.0,5.0,1,['.NET Core' 'C#' 'CSS' 'HTML' 'JavaScript'],2,0.0,,,,,
3189,"(91, 93, 109, 111, 314, 1821)","['.NET' 'C#' 'JavaScript' 'JavaScript Frameworks' 'MS SQL Server'
 'REST/RESTful APIs']",1.0,0.0,0,"['.NET' 'C#' 'JavaScript' 'JavaScript Frameworks' 'MS SQL Server'
 'REST/RESTful APIs']",1,0.0,,,,,
3190,"(91, 93, 109, 114)",['.NET' 'C#' 'JavaScript' 'SQL'],1.0,0.0,0,['.NET' 'C#' 'JavaScript' 'SQL'],1,0.0,,,,,
3191,"(91, 93, 109, 122)",['.NET' 'C#' 'JavaScript' 'Vue.js'],6.0,6.0,0,['.NET' 'C#' 'JavaScript' 'Vue.js'],1,0.0,,,,,
3192,"(91, 93, 109, 158, 258, 308, 309, 539, 666, 1185, 1821)","['.NET' 'ASP.NET' 'C#' 'CSS3' 'Git' 'HTML5' 'JavaScript' 'MS SQL Server'
 'Oracle' 'Oracle PL/SQL' 'Typescript']",1.0,0.0,0,"['.NET' 'ASP.NET' 'C#' 'CSS3' 'Git' 'HTML5' 'JavaScript' 'MS SQL Server'
 'Oracle' 'Oracle PL/SQL' 'Typescript']",1,0.0,,,,,
3193,"(91, 93, 114, 331)",['C#' 'JavaScript' 'MVC' 'SQL'],1.0,0.0,1,['C#' 'JavaScript' 'MVC' 'SQL'],1,0.0,,,,,
3194,"(91, 93, 116)",['C#' 'JavaScript' 'MongoDB'],1.0,0.0,1,['C#' 'JavaScript' 'MongoDB'],1,4.0,3.0,1.0,,,
3195,"(91, 93, 120, 157, 593, 813, 1719)","['C#' 'JavaScript' 'LESS' 'Node.js' 'Objective-C' 'Visual Basic .NET'
 'Visual C++']",1.0,0.0,0,"['C#' 'JavaScript' 'LESS' 'Node.js' 'Objective-C' 'Visual Basic .NET'
 'Visual C++']",1,0.0,,,,,
3196,"(91, 93, 158, 159, 2036)",['Angular' 'C#' 'GraphQL' 'JavaScript' 'Typescript'],1.0,0.0,0,['Angular' 'C#' 'GraphQL' 'JavaScript' 'Typescript'],1,0.0,,,,,
3197,"(91, 93, 1972)",['ADO.NET' 'C#' 'JavaScript'],1.0,0.0,1,['ADO.NET' 'C#' 'JavaScript'],1,0.0,,,,,
3198,"(91, 93, 2036)",['Angular' 'C#' 'JavaScript'],2.0,0.0,1,['Angular' 'C#' 'JavaScript'],2,18.0,8.0,9.0,,,1.0
3199,"(91, 93, 2055)",['C#' 'JavaScript' 'Unity'],1.0,0.0,0,['C#' 'JavaScript' 'Unity'],1,0.0,,,,,
3200,"(91, 93, 388)",['.NET Core' 'C#' 'JavaScript'],1.0,0.0,0,['.NET Core' 'C#' 'JavaScript'],1,0.0,,,,,
3201,"(91, 93, 666, 2031)",['ASP.NET' 'C#' 'JavaScript' 'React'],2.0,2.0,1,['ASP.NET' 'C#' 'JavaScript' 'React'],1,2.0,2.0,,,,
3202,"(91,)",['C#'],5.0,2.0,1,['C#'],7,4384.0,229.0,1066.0,1912.0,787.0,390.0
3203,"(93, 104, 158)",['JavaScript' 'Scala' 'Typescript'],4.0,0.0,2,['JavaScript' 'Scala' 'Typescript'],4,0.0,,,,,
3204,"(93, 104, 284, 387, 437, 1325)",['Bootstrap' 'HTML' 'JavaScript' 'Play Framework' 'Scala' 'jQuery'],1.0,0.0,1,['Bootstrap' 'HTML' 'JavaScript' 'Play Framework' 'Scala' 'jQuery'],1,0.0,,,,,
3205,"(93, 104, 433, 1299)",['AWS' 'Back-End Development' 'JavaScript' 'Scala'],1.0,0.0,1,['AWS' 'Back-End Development' 'JavaScript' 'Scala'],1,0.0,,,,,
3206,"(93, 105, 159, 264)",['GraphQL' 'JSON' 'JavaScript' 'Swift'],1.0,0.0,0,['GraphQL' 'JSON' 'JavaScript' 'Swift'],1,0.0,,,,,
3207,"(93, 105, 2031)",['JavaScript' 'React' 'Swift'],1.0,0.0,0,['JavaScript' 'React' 'Swift'],2,1.0,1.0,,,,
3208,"(93, 107)",['CSS' 'JavaScript'],1.0,0.0,1,['CSS' 'JavaScript'],1,141.0,71.0,57.0,5.0,4.0,4.0
3209,"(93, 107, 111, 121, 258, 284, 314, 321, 387, 495, 593, 2031)","['AJAX ' 'CSS' 'Git' 'HTML' 'JavaScript' 'JavaScript Frameworks' 'LESS'
 'REST/RESTful APIs' 'React' 'Redux' 'Webpack' 'jQuery']",1.0,0.0,1,"['AJAX ' 'CSS' 'Git' 'HTML' 'JavaScript' 'JavaScript Frameworks' 'LESS'
 'REST/RESTful APIs' 'React' 'Redux' 'Webpack' 'jQuery']",1,0.0,,,,,
3210,"(93, 107, 111, 264, 265, 387)",['CSS' 'HTML' 'JSON' 'JavaScript' 'REST/RESTful APIs' 'XML'],1.0,0.0,0,['CSS' 'HTML' 'JSON' 'JavaScript' 'REST/RESTful APIs' 'XML'],1,0.0,,,,,
3211,"(93, 107, 111, 264, 387, 433)",['AWS' 'CSS' 'HTML' 'JSON' 'JavaScript' 'REST/RESTful APIs'],1.0,0.0,0,['AWS' 'CSS' 'HTML' 'JSON' 'JavaScript' 'REST/RESTful APIs'],1,0.0,,,,,
3212,"(93, 107, 111, 387)",['CSS' 'HTML' 'JavaScript' 'REST/RESTful APIs'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'REST/RESTful APIs'],1,42.0,33.0,7.0,,,2.0
3213,"(93, 107, 113, 120, 165, 387)",['CSS' 'HTML' 'JavaScript' 'MySQL' 'Node.js' 'PHP'],1.0,0.0,1,['CSS' 'HTML' 'JavaScript' 'MySQL' 'Node.js' 'PHP'],1,7.0,6.0,1.0,,,
3214,"(93, 107, 113, 132, 165, 387, 433)",['AWS' 'CSS' 'Firebase' 'HTML' 'JavaScript' 'MySQL' 'PHP'],1.0,0.0,0,['AWS' 'CSS' 'Firebase' 'HTML' 'JavaScript' 'MySQL' 'PHP'],1,0.0,,,,,
3215,"(93, 107, 113, 165, 284, 387, 433)",['AWS' 'CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP' 'jQuery'],1.0,0.0,0,['AWS' 'CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP' 'jQuery'],1,0.0,,,,,
3216,"(93, 107, 113, 165, 308, 1938)",['CSS' 'HTML5' 'JavaScript' 'MySQL' 'PHP' 'UX Design'],1.0,0.0,1,['CSS' 'HTML5' 'JavaScript' 'MySQL' 'PHP' 'UX Design'],1,0.0,,,,,
3217,"(93, 107, 113, 284, 387, 2087)","['CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP, Laravel' 'jQuery']",1.0,0.0,0,"['CSS' 'HTML' 'JavaScript' 'MySQL' 'PHP, Laravel' 'jQuery']",1,0.0,,,,,
3218,"(93, 107, 114, 158, 2031)",['CSS' 'JavaScript' 'React' 'SQL' 'Typescript'],1.0,0.0,0,['CSS' 'JavaScript' 'React' 'SQL' 'Typescript'],1,5.0,5.0,,,,
3219,"(93, 107, 114, 2031)",['CSS' 'JavaScript' 'React' 'SQL'],2.0,0.0,2,['CSS' 'JavaScript' 'React' 'SQL'],3,7.0,7.0,,,,
3220,"(93, 107, 114, 284, 387)",['CSS' 'HTML' 'JavaScript' 'SQL' 'jQuery'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'SQL' 'jQuery'],1,0.0,,,,,
3221,"(93, 107, 116, 120, 158, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'MongoDB' 'Node.js' 'React' 'Typescript'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'MongoDB' 'Node.js' 'React' 'Typescript'],1,5.0,5.0,,,,
3222,"(93, 107, 116, 158, 165, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'MongoDB' 'PHP' 'React' 'Typescript'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'MongoDB' 'PHP' 'React' 'Typescript'],1,2.0,2.0,,,,
3223,"(93, 107, 120)",['CSS' 'JavaScript' 'Node.js'],1.0,0.0,0,['CSS' 'JavaScript' 'Node.js'],1,48.0,34.0,11.0,,,3.0
3224,"(93, 107, 120, 2031)",['CSS' 'JavaScript' 'Node.js' 'React'],1.0,0.0,1,['CSS' 'JavaScript' 'Node.js' 'React'],2,13.0,13.0,,,,
3225,"(93, 107, 120, 387)",['CSS' 'HTML' 'JavaScript' 'Node.js'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'Node.js'],2,48.0,34.0,11.0,,,3.0
3226,"(93, 107, 120, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'Node.js' 'React'],3.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'Node.js' 'React'],3,13.0,13.0,,,,
3227,"(93, 107, 120, 387, 2050)",['CSS' 'HTML' 'JavaScript' 'Node.js' 'Python(Django)'],1.0,0.0,1,['CSS' 'HTML' 'JavaScript' 'Node.js' 'Python(Django)'],1,3.0,2.0,1.0,,,
3228,"(93, 107, 120, 437, 1397, 1615, 2036)","['API Integrations  ' 'Angular' 'AngularJS' 'Bootstrap' 'CSS' 'JavaScript'
 'Node.js']",2.0,0.0,0,"['API Integrations  ' 'Angular' 'AngularJS' 'Bootstrap' 'CSS' 'JavaScript'
 'Node.js']",2,0.0,,,,,
3229,"(93, 107, 121, 2031)",['CSS' 'JavaScript' 'React' 'Redux'],1.0,0.0,0,['CSS' 'JavaScript' 'React' 'Redux'],1,8.0,6.0,2.0,,,
3230,"(93, 107, 121, 264, 387, 2031)",['CSS' 'HTML' 'JSON' 'JavaScript' 'React' 'Redux'],2.0,2.0,0,['CSS' 'HTML' 'JSON' 'JavaScript' 'React' 'Redux'],1,0.0,,,,,
3231,"(93, 107, 121, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'Redux'],3.0,0.0,1,['CSS' 'HTML' 'JavaScript' 'React' 'Redux'],4,8.0,6.0,2.0,,,
3232,"(93, 107, 121, 387, 2031, 2105)",['CSS' 'Computer Science Fundamentals' 'HTML' 'JavaScript' 'React' 'Redux'],1.0,0.0,0,['CSS' 'Computer Science Fundamentals' 'HTML' 'JavaScript' 'React' 'Redux'],1,0.0,,,,,
3233,"(93, 107, 122, 387)",['CSS' 'HTML' 'JavaScript' 'Vue.js'],2.0,0.0,2,['CSS' 'HTML' 'JavaScript' 'Vue.js'],2,28.0,22.0,6.0,,,
3234,"(93, 107, 122, 387, 1123, 1699, 2031, 2036)","['Angular' 'CSS' 'HTML' 'JavaScript' 'React' 'UI Design' 'Vue.js'
 'Wireframing & Prototyping']",1.0,0.0,0,"['Angular' 'CSS' 'HTML' 'JavaScript' 'React' 'UI Design' 'Vue.js'
 'Wireframing & Prototyping']",1,0.0,,,,,
3235,"(93, 107, 122, 387, 2031)",['CSS' 'HTML' 'JavaScript' 'React' 'Vue.js'],2.0,1.0,0,['CSS' 'HTML' 'JavaScript' 'React' 'Vue.js'],2,8.0,8.0,,,,
3236,"(93, 107, 122, 387, 406, 1059, 2031)",['CSS' 'HTML' 'JavaScript' 'Next.js' 'React' 'Vue.js' 'Web API'],1.0,0.0,0,['CSS' 'HTML' 'JavaScript' 'Next.js' 'React' 'Vue.js' 'Web API'],1,0.0,,,,,
3237,"(93, 107, 132, 159, 160, 387)",['CSS' 'Firebase' 'GraphQL' 'HTML' 'JavaScript' 'React Native'],3.0,0.0,1,['CSS' 'Firebase' 'GraphQL' 'HTML' 'JavaScript' 'React Native'],2,0.0,,,,,
3238,"(93, 107, 132, 160, 171, 387, 433)",['AWS' 'CSS' 'EC2' 'Firebase' 'HTML' 'JavaScript' 'React Native'],1.0,0.0,1,['AWS' 'CSS' 'EC2' 'Firebase' 'HTML' 'JavaScript' 'React Native'],1,0.0,,,,,
3239,"(93, 107, 158)",['CSS' 'JavaScript' 'Typescript'],4.0,0.0,4,['CSS' 'JavaScript' 'Typescript'],5,43.0,32.0,9.0,1.0,,1.0
3240,"(93, 107, 158, 159, 580, 2031)",['Apollo' 'CSS' 'GraphQL' 'JavaScript' 'React' 'Typescript'],1.0,0.0,0,['Apollo' 'CSS' 'GraphQL' 'JavaScript' 'React' 'Typescript'],1,0.0,,,,,
